text,label
Fellow  : How do you deal with  ?,0
Supporting the most vulnerable members of our community who are at risk of  and   pic.twitter.com/4vNqE9Ss0P,0
Not everyone wants to see me happy ????,1
" Working on Pill for ... Making something for the millennials, eh? Who can stand the little smug self-satisfied snots!",0
if anybody wants to talk im here,0
Why it's simple to just stop texting,1
The real question is: why isn't he worth the investment as a long-term romantic partner?,0
Look what's arrived :) 'Connect to' badges for all our lovely  Join us in ending   Contact charlotte@dva.org.uk to find out more:) pic.twitter.com/94Ov7UvENe,0
"Loneliness is quite common in the elderly. Isolation and inactivity may harm a loved ones mental, physical, and emotional health. Visit them and bring them to social events such as family gatherings.      pic.twitter.com/lq9et0AsHq",0
Big Dog doesn't understand me.,0
is my least favorite thing about life....  pic.twitter.com/JZoErLIrgZ,1
"Something I'm trying to do now - but not succeeding. Thinking of totally abandoning all my plans for Kindness Collective, Camerados, Friendly Bench etc and retreating back into my flat and never getting involved with anything again.    pic.twitter.com/OeYiaUa0WG",1
You haven't experienced  until you've reached the last cage in the frozen chamber of a 40ft trailer.,0
Winter and holidays can be challenging seasons for older adults--especially for those living alone.  Come to EPL September 5 at 6:00 PM to learn ways to deal with . Our special guest will be Cris Hughes from AARP.  pic.twitter.com/rh0S4FhIm9,0
Loneliness is as bad for your health as 15 cigarettes a day. Let that sink in,0
Music is my refuge. I can crawl into the space between the notes and curl my back to loneliness.      pic.twitter.com/an8NoNTB6r,1
Its NORMAL to feel lonely when you dont have a partner and you want one.  is an emotion that signals that a need is not being met. Its not something you get over by thinking it away or by making more friends.,0
Ke na le problem le  guys... there are way too many of us in the world to have some people find themselves lonely and alone.,1
Any NA gamers out there? Ive got no friends here...,0
"Just realized the last time I was someones type, I was donating blood... ",0
I always complain about being bored and having no one to hangout with but as soon as someone asks I say no because Ive accepted the fact that I love my bed too much to leave it,1
"In utter loneliness, a writer tries to explain the inexplicable. ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? -?? John Steinbeck  ",0
Life can be so lonely sometimes.,1
Thank you  for highlighting  as an Epidemic.  We humans are pack animals and not meant to live in isolation. We dont have the speed of jaguars or the strength of gorillas but we do have social connections skills. We need each other to survive.  pic.twitter.com/FR89506MZ7,0
When you go out and try to be a part of life & end up feeling like you are less a part of it then when you started.   pic.twitter.com/J625NXrWDb,0
"It doesnt help that I live on my own in a bachelor apartment the size of a storage locker. I need to find a bigger, & better apartment. , ",1
"Sometimes I want to apology just to make things better.  I have nothing to apologize, very opposite of that, I deserve an apology.  But my heart smells of loneliness and desperation...  ",1
"In addressing loneliness, a danger that we must watch out for is indulging in the sexy new robotic industry to provide the lonely with robot companions.   pic.twitter.com/4QafHgHhnj",0
This is why our services are so important   pic.twitter.com/4m1znv2l7T,0
150   ????????????????????????2???????????????????????????????????????????????????????   ??????????????????????????????????????????????????????????w   ????????????????????????????????????????????????????????????????????     ?????????????????????????????????????????????????   ??????????1????????????????????????,0
149    ????????????????????????  ??????????????????????????????????w  ?????????????????????.......   ??????????????????????????????????????????????????????  ????????????????????????????????????  ?????????????????????????  ??????????????????????????????????????????????????????????????????????????????   ???????????????????????????  pic.twitter.com/Q2vTLYkGYm,0
148  ??????????????????????   ??????????????????????????????????????????ww  ?????????w   ?????????????????????????????????????????????????????????   ?????????????????????????????????????????????????????   ???????????????????????????????????????,0
147  ??????????????????????????????????????? ??????????????????????????????????????????????????????????????????????????????????????????????????????????????????  ?????????????????????????????????????????????????   ???????????????????????????????????????????????????????????????????   ?????????????????????????.......,0
146    ?????????????????????????????????????????????????????????  ????????????????????????????????????????????????????????????????????????????????????????????? ??????????????????????????????????????????????????? ???????????????????????????????????   ????????????????????????????????????????????.......,0
145  ????????????????????????????????????????  ???????????????????????????????????  ???????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????  ??????????????????????????????????????????????????????  ?????????????????????????????????????????????????????????????????????????????????,0
144   ????????????????????   ????????????1??????????????????????????????????2???????????????????????????????????????????  ???????????????????????????????????????????????????????????????.......   ??????????????????????????? ??????????????????????????????????????????????????  ????????????????????????????????  ???????????????.......,0
143  ???????????????????????????????????????????????????????????????  ??????.......   ????????????????????????????????????ww   ????????????????????????   ??????????????????????????????????????????????????????????????????????????????????????????????w  ?????????.......   (??????????????????????????????????????????)  pic.twitter.com/mJzsZjI4AY,0
142  ???????????????????   ???????????????????????????????????   ??????????????????????????????????????????????????ww????????????????????????????   ????????????????????????????????????????????? ?????????????????????????????????   ?????????w????????????w  pic.twitter.com/2hJYbiVJnU,0
141  ??????????????????????????????????????????????   ???????????????????????   ????????????????????????????????????????????   ??????????????????????????????????????????????????????????????w   ???????????????????????   ?????????????????????????????????????????????????????,0
140  ?????????????????????????????????????????????????????????????????????????????????????  ?????????????????????????? ?????????w   ???????????????????????????????????????????????????????????????????????????????????ww   ?????????w.......   ??????????????????????????????w    ????????????????????????,0
139   ???????????????????????????????????????????????????????????????????????   ??????????????????????????????????????????????????????????????w   ??????????????????????????????   ????????????????????????   ??????????????????????????????????????   ???????????????????????????????????????????  ????????????????????????,0
138    ?????????????????????????????????????????????????????????????????????????????????????????????????2????????????????????????   ????????????.......   ????????????????????????2??????????????????????????????????   ????????????????????????????????????????????????????   ??????.......   ????????????????????,0
137.5  ?????????????????????????????????????????????????????????????????????????????????   ?????????????????????w??????????????????????????   ??????????????????????????????????????   ???????????????w??????????????????w  ?????????????????????????????w   ??????????????????????????   ????????????????????w  pic.twitter.com/tAiKEuhgZ3,0
137  ???????????????????????????????????????????????????????????w   ????????????????????????????????????????????????ww   ???????????????????????????????????????????????????????????   ???????????????????????????????????????????????????????????????w   ???????????????????????   ??????????????????w,0
136  ???????????????2?????????????????????????????....  ?????????????????????????????  ????????????????????????????????????  ???????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????   ???????????????.......  pic.twitter.com/4zVyJpDKc3,0
135   ?????????   ?????????????????2??????  ?????????????????????????????????????   ?????????????????????????????????????????????????????????????????????????????   ?????????????????????2?????????????????????????????????????????????????????????????????????????????????,0
134   ????????????????????????????????????????????????????????????????????????????????   ????????????????????????.......   ???????????????????????????????????????????   ????????????????????????   ?????????????????????????????????????   ????????????.......  ???????????????????????????????????????????????????.......,0
133    ?????????????????????2??????????????????????????????????????????????????????????????   ??????????????????? ??????????  ???????????????2???????????????????????   ????????????????????????????????????????????????w   ???????????????????????????????.......   ???????????????????????????????????????  ?????????.......  pic.twitter.com/k1dJsD31gy,0
132    ????????????????????????????????????????????????????????????????????  ???????????????   ????????????????????????   ??????????w????????????????????????????????????    ???????????????.......   ????????????????????????????????????.......  ???????????????2??????????????????????????  pic.twitter.com/RdzmWejXLZ,0
131  ????????????????????????????????????????  ??????????????????????????????????????????????????????????????  ??????????????????????????????????????????????????????????????.......   ??????????????????????????????????????????????????????????????.......   ????????????.......w,0
130  ????????????????????????????????????????????????????????????????????????????????????????  ????????????????????????????????????????????   ????????????????????????.......????   ????????????????????????????????????????w   ??????????????????????????????????????   ???????????????????????www   ??????????????????????????????????,0
129   ????????????????????????????????????   ????????????????????????????????????????????????....... ????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????  ??????????????????????????????????????????????????????????????????.......   ?????????????????????????.......,0
128  ?????????????????????????????????????  ???????????????????????   ?????????????????????????????????????????   ?????????????????????????????????????????????????????????????????????  ???( ????????????????????????? )   ???????????????????????????   ?????????????????????????????????????????????   ?????????  pic.twitter.com/iAprwpAnjK,0
127  ???????????????????????????????????  ???????????????????????????????????????????????????????????????????????  ????????????????????????   ?????????????????????????????????????????????????????????????????????   ???????????   ?????????????????????????????????????w  pic.twitter.com/tTr94bGuGf,0
126  ??????????????????????????????4?????????????????????????????????????????????????????????????????????   ???????.......?????????????????????????????  ????????????.......???????   ??????????????????????????????????????????w  ?????????????????????????????????????????????????????????????????????????????????ww   ??????????????????????????????????,0
125   ?????????????????   ?????????????????????ww   ????????????????????????w??????????????????????????????????????????????   ????????????????????????????????????????????????????????????????????????ww   ?????????????????????????.......    ????????????????????   ??????????????????????????????????????????????w  pic.twitter.com/4EQO8kFgbo,0
124  ???????????????????????  ??????????????????????????????w    ?????????   2????????????????????????   ?????????  ?????2??????????????????????????????  ????????????  ???????????????????????????????????????ww   ?????????????????????????????????????????????????ww   ???????????????????  ??????????????????????????????w  pic.twitter.com/c6NCrT1pUF,0
123  ????????????????????????????????   ?????????????????????????????  ?????????????????????????????????????????????????????????????????????w   ??????????????????????????????????????????????????????????????????????????????w  ?????????????????????w   ?????????????????????? ????????  ??????????????????????????  pic.twitter.com/frGftfFjOV,0
122   ???????????????????????????????????  ???????????????????????????????????????????????????????????   ???????????????????????????   ??????????????????????????????????????????????   ????????????????????????   ????????????????????????????w   ????????????????????????????????????   ???????????,0
121   ?????????????????????????????????????????????????????????????????????????? ??????????????   ???????????????.......   ??????????????????....... ????????????.......  ?????????????????????????????????  ?????????.......   ???????????????????????????????????????????? ??????????????????????????????????????????????,0
120   ???????????????????  ??????????????????????????????????????ww  ????????????????????????????????????????????????????????????????????????????????    ?????????.......  ?????????LINE????????????LINE????????????   ??????????????????????????????????????????????????????????   ??????????  ?????.......????  pic.twitter.com/rLDG4ogYnz,0
119   ?????????????   ???????????????????  ???..............??????????????  ?????????????????????????????????????????????????   ???????????????????????????????   ???????????????????????????????????????????  ????????????????  pic.twitter.com/DwBKQdEl5J,0
118   ????????????????????????????????????????????????????????????????????????????????????   ???????????  ?????????????????????????????w  ??????????????????????????????????????????????????????????  ??????????????????????????????????????????????????  ???????????????????????????????????.......  pic.twitter.com/ZeQ2QHgY0U,0
117   ??????????????????????????????????????????????????????   ?????????????????????????????????????????????????????  ??????????????????????????????......  ?????????????????????????????????????????????????  ?????????????????????????????????????????????????????????????????????????????????????  ?????????????????????????????  pic.twitter.com/WH8Ft96AfL,0
116   ?????.......   ??????????????????????????????   ????????????????????????????????   ?????????????????????????????????????????????????????????????????????????????????????????  ???????????????????????????????????????????????????????????????????????????????????  ???????????????????????????????????????????????????????????  pic.twitter.com/8lZLYcgAFG,0
115    ???????????????????????????????.....   ?????????????????????????????   ??????????????????????????????    ??????   ??????????????????????????????????????   ?????????????????????????????????    ?????????.......   ???????????????????????????????????????????????????? ?????????????????????????????????????????  pic.twitter.com/5UJzYacFtj,0
114  ??????????????????????????????????????????????????????????.......?????????????????????????   ?????????w??????????????????w??????????w   ??????????????????????????????????????????????????????????????????????2?????????????????????????   ?????????????????????????????????     ??????????????????????????????????????????????????????  pic.twitter.com/8JfdnOID7w,0
113   ??????????????????????????????????????????????????????????????????????????????????????   ???????????????????????????????.......   ????????????????????????????????????????????????????????????????????????????????????????????   ????????????????????????????????????????????.......  ???????????????????????????????,0
112    ?????????????????????    ??????????????????   ??????????????????????????????????  ????????????????????????????????????????????????????????????????????   ????????????????????????????????????????????????????????????????????????????????????????   ??????????????????????????   ???????????????????????????,0
111  ????????????????????????????????????????????ww   ???????????????????w  ????????????????????????  ??????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????   ??????????????????????????????????????w   ???????????????ww,0
110    ?????????????????????????   ???????????   ??????????????????????????????????????????   ????????    ????????????????????????w   ?????????????????????.......  ??????????????????????????????  ???????????????????????.......   ?????????????????????????????????????????,0
109   ??????????????????????????????????   ??????????????????????????????????????????????????w   ?????????????????????????????   ???????????????????????????????????????????????   ?????????????????????????????????????????????????  ????????????????????????????????  pic.twitter.com/oQKuNeY8Sy,0
108  ??????????????????????????????????????????????????????   ???????????? ????????????.......????????????   ??????????????????? ????????????????????   ?????????????????????????????????????????????????????????????????????????????????????????????????????????????????   ???????????  pic.twitter.com/v7HSPlUyft,0
107   ???????????????????????????  ?????????????.......   ??????????????????????????   ??????????????????????????????????   ???????????????????????????????   ???????????????????????????????????????????????????????????????????????????????????????????????????????????????????   ?????????.......?????????????????,0
106   ??????????????????????????????????????????????????????????????????????????????????????????????????????????????    ????????????   ???????????????????????????????????????????????????   ??????????????   ??????????????????????????????????????????   ??????.......     ????????????????????,0
105    ????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????  ?????????????????????w?????????????????????w   ?????????????????????????????????????   ????????????w  ???????????  pic.twitter.com/hk5DWfjQ6P,0
104  ???????????????????????????  ???????????????????????????????????????????????   ???????????????????  ?????????????????????????????????????????????????????????????   ?????????????????????ww  ???????????????????????????????????????????w   ?????????????   ??????????????????????????????????????????????????????????????????????????????,0
103   ???????????????????????????????????  ??????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????? ?????????????????????? ????????????????????????????????????????.......    ?????????????  ??????????????????????????????????????????????????????????????????????????????????????????  pic.twitter.com/boKg7TqAj7,0
102  ???????????????????   ????????????   ???????????????w?????????w   ?????????????????????????????????????????????????????2???????????????  ????????????????????????????????????????????? ???????????????????????????????????????????????????????????????????????????   ???????????????????????????????w???????????????w  pic.twitter.com/3tH2gx1UMc,0
101  ??????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????   ??????????????????????????????   ????????????????????????????????????????????   ??????????????????????????????????????????????,0
The person who tries to keep everyone happy often end up feeling the loneliest????????    pic.twitter.com/bycoisYJ9A,0
"    ??, ??? ?????? ?????????????.  --- ???????????? ??????? ??????? ???????:) ????????? ????????? ??????? ???????????? ??????? ???????????? pic.twitter.com/GSIrFcABIp",0
"As social creatures we need to make social connections... nowadays we dont band together to hunt for food. We need adequately maintained friendships to ward off , which can lead to depression, immune system disorders, disease-causing inflammation.  pic.twitter.com/XPnlrQCyHH",0
"Being single is not that bad, you got time stay focus on your plans and goals, you dont even have to deal with drama. Until 11pm hits and loneliness comes along ????   ",1
A boo would be nice but nobody loves me ????,1
Now playing  -  on Forever Hits,0
????? ?? ???? ?? ?? ??? ????? ??? ??..!,0
Staying alone .. Meditation time ... Sufian Session ...  :),0
What are you doing if you feel lonely?,0
Premier League starts today???? it will definitely keep my mind off things.,0
Relation and connection are not somewhere and sometimes but everywhere and always' Emerson,0
WHO THE FUCK WANTS TO be my friend and talk about some random shit? I has the lonelies ????    pic.twitter.com/5fVLFsmCbT,1
" again,  my oldest,  only friend.",1
How far a lonely person can go.   pic.twitter.com/GbdKxgZodH,0
"I can't get the images of  out of my mind. Everywhere was busy. It's not like there's no money around,  more like there's no will to change the status quo. ",0
"Where are you right now? At a cross-road of  with despair & ? Calm down! Jesus Christ knows where you are, how to get you out & how to get you back to life....Not just an empty life but a purposeful, meaningful, abundant & an eternal life! ",0
"If you have NEVER experienced , you cant pass& shouldnt be passing on decisions people make out of hopelessness & utter desperation.  Trust me, I know!   to the hopeless, theyll buy it!",0
Im 4 anything thatll help but gun laws/background checks arent enough. We have a  problem n this country. Until we alleviate the unnecessary suffering n this country we will continue 2 experience the consequences. Hurt ppl hurt ppl. Love & support prevents & HEALS,0
How can i impress my crush if i always start acting weird when she talks to me or near me,0
One of the common misunderstandings about depression is that it's similar to feeling sad or down. Sometimes a people with hopelessness feels depression or vice versa.     pic.twitter.com/iS5JSTQKPP,0
"Wont be watching Veronica Mars anymore. Wasnt it enough that she lost Lilly, Duncan and her own mother? Ya gotta strip her of everything? Theres got to be something uplifting in a show that makes you wanna keep watching. Makers of Veronice Mars you screwed up. BAD. ",0
"Join us for a chat over tea on the 26th of July, Friday at 05:00 PM to share your thoughts and inspire others on  from ! Venue: Costa Rica, Bahria Phase 7 CUPSHUP - Where communities meet, opinions are valued and stories are heard  pic.twitter.com/gdxq3FKZbK",0
"When I meditated and was healthy, i was much happier and contented...when I had my stroke in the 90's, less so. With my maladies and  burnout last decade, even more less so. The  was pervasive. Discovering this technique gave me some emotional control back...  pic.twitter.com/YS6sWOvlr3",1
??????????   i can't wait for the bridge to eventually collapse so i don't need to jump off myself. ????   pic.twitter.com/lMO6Tds2He,1
Days are really hard. Some of them are excruciating. Sometimes I cant see the end.,1
"That moment when the President of a country declares thats its God that will punish suicide bombers in the country, you know the country is in a state of emergency. ",0
"I didn't think it was your job to fix ""Poverty"". I think that if you and  were to  there would be a lot less  in the neighborhoods.",0
May God restore your hope today.    pic.twitter.com/jpwLKNRLMO,0
I don't know what leads more to  and  Getting invalidated or getting ignored with crying for help with .,1
Today has not turned out to be a good day.     pic.twitter.com/jCG6EZ14Ea,1
"THE BASICS! Long ladders, nets, air mattresses which could have saved more lives were missing from the fire brigades. This is what we talk abt whn we say that WE NEED basic amenities rather than splurging money on building statues!  ",0
It's never too late to give up on your dreams ??,0
Hopelessness is thought to result from a negative appraisal system and interact with suicide schema and lead to suicidal behavior.    pic.twitter.com/MwaMxzy59G,0
" is an erosion of the soul - caused by . People in positions of power who live a life of abundance and priviledge can use a hopeless population to reinforce their own agendas. DON'T let them use you by offering 'false hope'. ""Hope deferred makes the heart sick""  pic.twitter.com/17Aa4ABsx5",0
"Re: problems that continue to perplex us all:  Say notThere is no silver bullet!  (This is being only human, which is draining, and leads to )  But sayThere is no silver bullet,YET!  (Acknowledges our divinity as well, is fulfilling, and gives us )",0
"Its a painfully hopeless life to live, with the mistake of keep trying not to hope of hoping not making more mistakes.  pic.twitter.com/fUuOChsdyf",0
The Hate U Give shows hopelessness when Maverick is thrown onto the road by police without reason and is searched multiple times while his kids have to watch the police abuse their power because they can,0
If you want to witness how fucked this society is pass by a school on a rainy day like today,0
"""At the root of every  is a kind of  - a hopelessness  which springs from the fear that we are nothing and nobody, that nobody  loves us and wants us, that nothing good will ever again happen to us.",0
"Where there is the need for , there is ! For the strong, it is a false hope. And for the weak, it is no hope.",0
?????????? ?????? ?????????? ???????? ?? ??????  ???? ?????????? ???????? ???????? ??????   ???????? ?????? ???????? ?????? ???????? ????  ?????? ?????? ???? ???? ???????? ??????,0
|  | Youngsters need to speak against their family when they are wrong     ???????? ???? ?? ??? ?? ???? ?????? ??? ?????? ???? ?? ??? ?????: ?????????? ??? pic.twitter.com/9NusC7RpLi,0
The lies we believe ensnare us.      pic.twitter.com/d1TlxzGsAg,0
Never thrive on the hopelessness of another regardless how adverse the relationship may be. Hopelessness is hells nuclear bomb.,0
"This morning, Im resetting my world view. I cant imagine not being able to save my child, my friend, my parent, or the stranger standing next to me from gun violence. Survivor guilt is brutal. Let us agree that modern mass shootings must stop. ",0
What do we expect from a system where health care and education are among the most profitable commercial businesses?!,0
is dangerous and deadly; hopeless people has nothing to loose.   sure children and young people are nurtured to be hopeful and see the beighter side of life.  RRM.,0
Why we loose hope in ourself When people demotivate us...,0
OMG! The commanding staff soon sensing the  of the situation of the country estimated at 70 billion,0
Funny GIFs needed please!! Having a DARK BLUE day-wondering what I got my 4 kids into after Im dead.,0
Theres an old saying about a place called hell where bad people go to after they die. The worst part about hell is not the flame ! Its the hopelessness! And I think thiss part of hell that a person with depression really taste... the hopelessness.,0
Lost my job 3 1/2 months ago. Broke my back 2 weeks later.. bank account laughs when I need to pay bills or buy food..    Ill keep fighting this up hill battle till I cant but I need a vacation to reboot or find life!,1
#NAME?,0
"""Hopelessness. The children of blame are..."" from ""The 7 Habits of Highly...""   pic.twitter.com/m58kQNa0L1",0
Sometimes you just know.      pic.twitter.com/GuyYIRBjJr,0
"10:48   Would it be considered getting dressed if I put on a bra and jeans? I could remove the robe too... brush my hair?  Mood low, so it was a temporary elevation. I wish I could have enjoyed it.   ",1
"Hope is beginning to leave my body, one step at a time.  ",1
"Some days the  settles in the soul. The eyes don't twinkle, the lips forget to  and the  sinks.",0
A person with a broken spirit gives up............ nothing but  keeps them up....... and suicide tells them their time is up (Proverbs 15:13),0
"I once heard that insecurities come in three types: A feeling of helplessness, a feeling of hopelessness, and a feeling of worthlessness.    ",0
", , and  all serve very important roles in our lives. A much more important role that a positive tag line, designed in most part, to silence them, or you (e.g. it could be worse)!  We arent one size fits all.",0
No.  Poverty is without any hope of money or things that require money.  pic.twitter.com/rldrBbhpv0,0
gelo.. abis baca ini.. sedih jg yaahh..   it's a very familiar sad feeling and i don't want to be this kind of mother but sometimes i can't help but feel like i'm falling into an inescapable toxic cycle..  i just.. want to cry.. ????    pic.twitter.com/ViQTrHoVRb,1
"Ever reach a point in your life when you realize you'll be broke in a couple years, and you just feel like IF MY BIG BREAK IS COMING, PLEASE LET IT BE NOW?   ",1
Nobody cares in real life and nobody cares here. I'm gonna stop sharing my nightmares to people who are more worried about likes than actually helping a person out.,1
"You look tired, and a bit too quiet.... is it the silence of hopelessness ?   ",1
"Hopelessness and  want to take you down. Dont let them! Let this change your life! CRITICAL SHORT READ:  and Discouragement are a Curse! Give Them No Place in Your Life!  wp.mebpavSn,eic  pic.twitter.com/p9d4WYb3JS",0
"?????????? 10 ???????? ??????????, ???????? ??????, ??????! how can I understand that shit??? why is that so fast? ????  ",1
"Wajir county is becoming more of fucked  up crib since August 2017.   and nightmare   Economical shutdown,blackout,tribalism, inter-clan clashes, Impunity,staged managed Africa cinema,influx of non locals and many problems.  #",0
It is the first purpose of  to make  bearable. Robert Brault,0
"Suicide, at 50-year peak    pic.twitter.com/ORXFwCDC6G",0
Bui Bui Ah Boi dressed and acting like an uncle his eyes glued to the phone screen Sitting down at the first free seat,0
Headed home from Dallas to bury my dog that we've had for 15 years...    ????????????????,1
Seriously!? Abigail finds Chad in bed with Belle.. Well Chabby just sunk & I don't think they'll come back from that..,0
Getting ready for night shift tnite!!,1
So the guy I likepretend to liked me*sigh*hating life a lot I feel like I'll never be happy again,1
One of the most saddening disappointing moments of my life was when trix cereal stopped making their cereal into different shapes,0
365/365? Another step closer towards death.,1
No I'm not  for my life.,1
"Being back in my hometown, such little time I get for myself to be  as I truely am. Feel so choked by pretending I'm okay.",1
Maybe the reason I get so  in February is the rebound from the,1
Going through  are like going through .,1
People are so thankful for their life around . I get  because I don't feel anything.,1
"Hope 2016 is a better year for me, 2015 wasn't good. Hope things can go right in my life. ",1
2015 grand finale: Kalusha messes Phone and Laptop. .,0
"Thought about  more than once over the holidays, all I seem 2 be doin is drink  & stay in bed ",1
Working New Years Eve ????????,1
I want some dick.  ????,0
My  binge concluded with episode 3 last night. Anakin Skywalker's life is just heart breaking. ????,0
"I am going to try and get some sleep. Not sure if i will be on tomorrow, ",1
When you make it far in a difficult Mario maker level and die.,0
Looks like it's one of those cry yourself to sleep nights...,1
When you're up $80-$90 and lose it all because you just can't stop<<<<<<<<,1
It's funny at night I hate sleeping but sleeping helps I just feel so dead now is there an explanation to this feeling?,1
came home to my parents taking down the christmas decorations.,0
I thought when your in relationships with someone they are suppose to help build you up not tear you down,1
really wanting to end my life right about now.,1
"It's really so sad, these stories about shootings. Makes me feel so  trying to keep my head up and not crash down again. Z",1
"Damn, ""Dear John"" is really fucking me up right now... ????????????????  lbs",0
I've just ate 5 bags of sweets. WHAT IS LIFE,1
Just realized that when I wake tomorrow  episode 3 will not be under my dying xmas tree.,0
"  may the sadness not pull you in the void, may you speak your mind and let your feelings show, but sometimes you are numb to joy",0
the tears will cry   the pain will tear the world may hope   life may live,0
That moment when you remember the Blue Bell ice cream in your freezer... After you've left Texas... ????????????????,0
Him:it was a mistake dating u Me:I'm sorry I'm not good enough Him:throws rocks at me Me:takes the pain,0
Curry really can't play tonight  but the rest of the Warriors got it ??????????????????????????????????,0
I guess it's because I'm not feeling well that I feel so low.  Throat is starting to flare and I can't cope with it right now.,1
", , ,.. Stfu You're only 15 You just started your life",1
Literally going to make 2016 the best of it cause this year was true hell  ????,0
I find  to be very useful. They give me lots of things to be  about in the coming year.,0
Omg doorbell ring and I thought it was himI hate anxiety attacks,1
I don't remember the last time I've cried this much from being sick.    ????????,1
It really needs to start snowing,1
No more scioly for the rest of the year,1
when u want bae to be bae but he caps ur relationship at fam,1
I'll just stay in bed today,1
Feeling very very lazy to pack :( I don't want to go home just yet !!   ????,1
"I don't want to be here anymore, and nobody would care if i did go, so why am I still here?   ",1
So far he stop texting meafter I said somethingso hopefully he doesn't show up at my house,1
Dan is  ????because he never  ????????because his parents are  ???????1RT= 1 minute ???? of sleep ???? for DanIsNotOnFire????????,0
I just asked this customer about her cable box and she went left field and was telling me all the issues in her life ????,0
Officially done with greys anatomy ????????,0
You don't matter anymore- feeling down ????  ????,0
Working on the day before new eve's day... Oh how I miss my childhood and those long christmas/new years breaks...,1
Crying once againI have something repeating in my head over and overI'm crying,1
" or ? Non-Profit Organization offers help, 24/7. 1-800-273-TALK (8255)",0
6 Day Cooldown on CSGO competitive only cause i kicked an AFK! Thats dumb ...,0
My night was amazing and awesome than it turned to shit really quickly,1
"Sleeping for 12+ hours at a time, and fantasizing about ways to kill myself. ",1
I can't sleep knowing Brittany is leaving in a couple days.. ????????,0
When you feel like you have no friends at work anymore    out,1
Headaches suck after crying so muchbut he finally texted me????,1
I feel like he lost interest in me he doesn't text me backcrying suckswhen he saw your story on snapchat,1
I don't think I wanna see  for awhile  Disney you went to far with the feels.. and I thought Brother Bear was bad,0
My family has been using my blue oil like its water and I gave Ahmed my last blue oil,0
Why do you cut your ankle? It's easier to hide and I can't handle people finding out they'll pretend to care and hurt me again,1
"they don't see me when I'm crying running a blade down my ankle, maybe then they'd think twice before they said what they said ",1
Balling my eyes out because I only have 3 days left with Zachary and I work....????,1
*sigh* ???? I haven't cried so muchI'm in so much pain,1
The  people are often also the most .,0
That moment when you get blindsided by something you wasn't expecting & now in a state of total disappointment & heartache....,1
Art hasn't tweeted lately because he lacks  access (and also access to ropes and sharp objects). He's .,0
just so depressed anymore ????????    pic.twitter.com/rcv1I6pAk7,0
"If I could, I would stay in bed until next Monday. ",1
Cant wear makeup for a while ????,1
Why did I just read through my old DMs. Fml,1
Victoria secret has a sale but my wallet is dry af'????,1
"Always thought helping others would come back when you need it most, unfortunately beginning to think otherwise...  ",0
Accept that you are  and its not your fault. Telling yourself to ??Pull yourself together or ??Snap out of it wont help.,0
"I was at my aunt's, all happy with my cousins and no music. My dad picks me up and he starts arguing with me now I need my music ",0
Apparently you get a free pass just by mentioning    Where was I on the free badge day??!!,0
I'm in desperate need of a good hug and a hot cup of coffee. I have no one here to hug me right now and no coffee maker at all.,1
I am so damned sick of the near-zero degree temperatures we've had since Xmas eve. I just want to be warm again...,1
idk what to do with this acc - #  pic.twitter.com/uOmcxfhKxk,0
On the way to Harris teeter I see white ducks on the way back I see dead ducks and white feathers everywhere,0
Been kicked to the kerb by a big company yet again in my quest 4 a decent job,1
I decided to get fat over the holidays from thanksgiving to New Years. This is my last week of pigging out,1
Bloody bath.     pic.twitter.com/FTAiXlH8zD,0
Not having a good week,1
"You promised you wouldn't leave, lie or hurt me. . .  But now I'm stuck being all alone, waiting for you to need me again. . .   ",1
"Guys, I have nothing to live for. I am tired of living here. Even my friends couldn't cheer me up.   ",1
What should i do with my life...so many things that i should do but so many things i dont wanna be doing,1
I'm the most  person whn i am at home i guess..cuz thn u huv enough time to think abt all the nonsense!!,1
I'm definitely not bringing them out in this weather to get a coffee.,0
"There's a moment na I'm not happy anymore. Even if I have a bit of freedom, cars, money, gadgets, I can't help it.  ",0
I guess my vacation is over... Back to work I go.  ????,0
You get  because you know that you're not what you should be...,0
Chris Lynn just beat my ATAR,0
Look at me now how  a then a mufuckha,0
Why do people have a constant desire to talk to me? Can't y'all just leave me alone to be miserable and wallow in self loathing?,1
It's my 21st today. And about 3% people actually give a damn.,1
"Gene Simmons, Ph.D. offers mental wellbeing to  souls. ",0
Music is just my best friendfix everything I guess,0
Crying so muchI fuck up he's just reading my messages,1
Thankxxx God Mids of B.Ed Over But.....  Finals of LL.B ahead....  Starting of New Year with Examsss.....,0
May have to cut down on the Mexican foods.,0
Last time hanging with silken and dorian before they move to Florida,0
staying up late because mommies not home   ????,0
Looks like I'm getting super greenied and watching Portlandia,0
Hammered af. And just watched the bengals lose.,0
Don't know why I feel so  today. :/,1
This night went to hellcan't I ever shut up,1
I strongly believe in there if  for everyone. I haven't met it yet.,0
"Was it the molly that made you ""like"" me?  ",0
